sub_query,rerank_score,score,source,document_id,revision,chunk_index,title,page,text_content
review of documentation against specific regional regulatory codes and guidelines,0.023286305,0.361429065,D44918 Halcyon3 UA Checklist IFU Addendum P1038731-001-A Rev 01.pdf,D44918,1,5,2.0 Deliverable Checklist (Continued),2,"Check for fixed DRs. • Verify with Regulatory Submissions that the Intended Use and Indications for Use statements are the latest and correct (IFU content). Done Partially Done; justify: N/A; justify: 16-Oct-2019 Set any conditions. 9 Execution • Verify their display and implementation. • Include a key to their display for reviewers. Done Partially Done; justify: N/A; justify: 17-Jan-2020 Ongoing: Conduct peer / editorial review of 10 Execution content to verify style, clarity, consistency, and Localization-readiness per: • Varian Style Guide • Localization illustration guidelines • Spell checking Done Partially Done; justify: N/A; justify: 17-Jan-2020 Perform DITA XML Quality Assurance (DITA 11 Execution technical review) • Copy the CMS Lead. Done Partially Done; justify: N/A; justify: 17-Jan-2020 Conduct the Formal Review: 12 Execution a. Prepare and update the Review Report (LL40) for review findings. b. Note any conditions set for reviewers."
review of documentation against specific regional regulatory codes and guidelines,0.02249997,0.329758763,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,78,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),31,"Applicable Product Standards Record HAL 4.0 Revision Doc Number 04 D47457 Varian Confidential REG0505F01 Rev 07 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 31 of 39 # Applicability Identifier  Applicable Nat'l Adoption Applicable Version Title SME function  Evidence required  Comments electrical power), imaging parameters(spatial resolution, low contrast resolution, dynamic range, imaging uniformity, imaging area), etc. 3.1.145 Applicable 国家药品监督管理 局通告（2020 年 第13 号）NMPA Guidance Feb 21, 2020 用于放射治疗的X 射线图像引导系统 注册技 术审查指导原则 X-Ray Image Guided Radiation Therapy system registration guidance China RA, Product Compliance 3rd Party Report/ Certification This Guidance document lists all standards that we need to comply with, for an NMPA submission. 3.1.146 Applicable 国家药品监督管理 局医疗器械技术审 评中心通告（2022 年第9 号）NMPA Guidance Mar 7, 2022 医疗器械软件注册审查指导原则（2022 年修 订版）"
review of documentation against specific regional regulatory codes and guidelines,0.021165619,0.338808864,D63983 Halcyon 4.0 UA Checklist Rev 01.pdf,D63983,1,8,3.0 Checklist (Continued),3-4,"D##### test report guidelines. - Record verification in the test report. N/A 24-Jun-22 No CHM, only RUA Halcyon 4.0 UA Checklist Date Doc Number Revision Date of last D63983 01 eSign Varian Confidential DND0602T02 – UA Checklist This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 4 of 6 Task Task Description Done Justification if N/A; Notes Date # Revisions post-Formal 22. Review Revise per reviews. - Verify the accuracy and clarity of changed content with reviewers. Perform a second peer (editorial review) of any major content revisions made after the Formal Review. - Update the Review Report for resolution of the additional findings. - Record and justify any content updates or issues to be deferred to the next release. Done 27-Jul-22 Final DITA QA 23. Run and document a final DITA QA on the UA files: - Verify technical compliance of"
review of documentation against specific regional regulatory codes and guidelines,0.02064593,0.321916848,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,84,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),34-35,"is required for registration renewal. Impacted documents: Use error assessment report is needed, and the template is provided by China RA. 医疗器械软件的图形学测量功能的测试方法 3.1.151 Applicable YY/T XXXX-XXXX TBD Test method for graphics measurement function of medical device software Product Compliance Internal Report/ Certification China specific. Planned to be released in 2026-2027 . Applies to the graphical measurement functions of the medical device software. Internal Report or third party report may be required, will confirm after standard implementation. 3.1.152 Applicable  有源医疗器械使用期限评价试验方法 YY/T XXXX-XXXX TBD Test method for lifetime evaluation of active medical devices Reliability Engineer Not ApplicableChina specific. Planned to be released in 2026-2027 . It is the test method for lifetime evaluation of active medical devices, no report is required. Applicable Product Standards Record HAL 4.0 Revision Doc Number 04 D47457 Varian Confidential REG0505F01 Rev 07"
review of documentation against specific regional regulatory codes and guidelines,0.017917344,0.330916137,D30786 Halcyon 2.0 Regulatory Plan Rev 1.0.doc.pdf,D30786,1,137,8.8 Brazil Marketing Clearance Strategy > 8.8.1 Brazil documentation requirements (Continued),66,"MV-CTMegavoltage Computed Tomography NLSNational Language Support NOCNo Objection Certificate (India) OECDOrganisation for Economic Co-operation and Development OJOfficial Journal of the European Union PRDProduct requirements Document PRSProduct Registration Standard (China) PTRProduct Technical Requirements (China) QAQuality Assurance QMSQuality Management System RARegulatory Affairs RAD sheetsVarian marketing promotional publications  use an alphanumeric cataloging scheme including the string RAD xxxxx RA/QARegulatory Affairs/Quality Assurance Registration, Evaluation, Authorization and Restriction of Chemical REACH Substances Restriction of hazardous substances RoHS SOPStandard Operating Procedures SORStatutory Orders and Regulations (Canada) SQESoftware Quality Engineering SRSStereotactic Radiosurgery SyRSSystem Requirements Specification TACType Approval Certificate (India) TBD To be determined TIRTechnical Informaiton Report TPGTransition Phase Gate UKUnited Kingdom"
review of documentation against specific regional regulatory codes and guidelines,0.017576884,0.328944683,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,54,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),19,"In accordance with Rule 7 of the Medical Device Rules, 2017, it is specified that for the fulfilment of set “Product Standards” of medical devices, all products need to comply with the set Indian Standards as provided by BIS and the latest updated standards specified by the Ministry of Health and Family Welfare also known as MOHFW that falls under the authorization of the Central Government of India. 3.1.106 Applicable Statutory Rules No. 236, N/A01 July 2025 Australia: Therapeutic Goods (Medical Devices) RegulationsRegulatory Affairs Internal Report/ 20022002 Certification Following Varian procedures ensures compliance with the regulation. 3.1.107 Applicable RDC 751/2022 N/A15 September 2022 Brazil: Resolution RDC No 751 Dated September 15, 2022 Provides for risk classification, notification and registration regimes, and labeling requirements and medical device use instructions Regulatory Affairs Internal Report/ Certification Following Varian procedures ensures"
review of documentation against specific regional regulatory codes and guidelines,0.017242778,0.405602515,D54978 HAL 4.0 Regulatory Plan Rev 5.0.pdf,D54978,5,22,8. General & Specific Regulatory Requirements,9,"For the complete list of applicable standards, related deliverables and organizations responsible see D47457 HAL 4.0 Applicable Standards  [Reference 1]. HAL shall comply with the listed standards and regulations and evidence in the form of test reports or checklists as defined in the Applicable Product Standards document must be provided. It is the responsibility of the project team to ensure that regulatory requirements, including national language requirements are included within design and development plans , according to cGMPs and national legislation. Regulatory submissions may require the product to meet additional specific standards recognized by individual national governmental authorities. Where these standards have been identified, they are listed in the country-specific subsections within Section 8 of this Regulatory Plan. On project documents updated during this project the following statement should be included prominently near the beginning of the document:"
review of documentation against specific regional regulatory codes and guidelines,0.016403032,0.357245564,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,412,4 Supply voltage: (Continued),252-253,"Risk Management Report (RMR) Rev 13 DND05T01 System Requirements Specification (SyRS) Rev 03 documents requirements, including items related to risk control Requirements are verified and this activity is documented per DND0101 RACI for Design and Development Rev 02, and DND07F04 Test Readiness Reviews (TRRs) Rev 01 per DND01 Design and Development Procedure Rev 02. DND04T01 Design and Development Plan (DDP) Rev 02 references DND01 Design and Development Procedure Rev 02. Device records (Appendix B): D63662 HAL 4.0 System Requirements Specification rev 02.pdf D45739 HAL 4.0 Design and Development Plan Rev 06.docx D60703 HAL 4.0 Verification Test Readiness Review TRR1 Rev 02.pdf D60609 HAL 4.0 Verification Test Readiness Review TRR2 Rev 02.pdf D60610 HAL 4.0 Verification Test Readiness Review TRR3 Rev 01.pdf D60608 HAL 4.0 Validation Test Readiness Review Rev 01.pdf P Page 252 of 365                     Report No. 104993953MIN-001 IEC 60601-1"
review of documentation against specific regional regulatory codes and guidelines,0.015603535,0.325864524,104993953MIN-001 - HAL4.0 - IEC 60601-1.pdf,104993953,,422,4 Supply voltage: (Continued),259-260,"D56979 HAL 4.0 Risk Management Report rev02.pdf P 5.3.6 [B, C] The MANUFACTURER verifies and documents that: P Page 259 of 365                     Report No. 104993953MIN-001 IEC 60601-1 Clause Requirement + Test Result - Remark Verdict TRF No. IEC60601_1S Attachment - Software – IEC 62304:2006 — a) the ARCHITECTURE of the software implements SYSTEM and software requirements including those relating to RISK CONTROL Procedures used (Appendix A): Architecture verification and documentation are addressed during document review and approval process for DND05T01 System Requirements Specification (SyRS) Rev 03, L3864 Feature Design Description (FDD) Rev 01, L3863 System Design Description (SyDD) Rev 01. Device records (Appendix B): D63662 HAL 4.0 System Requirements Specification rev 02.pdf D64910 HAL 4.0 System Design Description Rev 01.pdf P b) the software ARCHITECTURE can support interfaces between SOFTW ARE ITEMS and between SOFTW ARE ITEMS and hardware Procedures used (Appendix A):"
review of documentation against specific regional regulatory codes and guidelines,0.015543648,0.321593553,D47457 HAL 4.0 APS Record Rev 04.docx.pdf,D47457,4,16,3.0 Summary of Applicable Standards and Guidance documents > 3.1 Applicable Standards (Continued),7-8,"compliance with this standard. Certified QMS supports EU CE marking regulation and MDSAP countries. Applicable Product Standards Record HAL 4.0 Revision Doc Number 04 D47457 Varian Confidential REG0505F01 Rev 07 This document contains confidential, proprietary information of Varian, a Siemens Healthineers Company. It may not be copied or reproduced without prior written permission from Varian. Page 8 of 39 # Applicability Identifier  Applicable Nat'l Adoption Applicable Version Title SME function  Evidence required  Comments European Normative (EN) standard published to EU Official Journal (OJ) for Medical Devices. A11:2021 is only required by EU MDR. BSI ISO 13485:2016 Certificate FM 72862 Applicable 3.1.7 ISO 15223-1 EN 2021 Medical devices - Symbols to be used with medical device labels, labelling and information to be supplied - Part 1: General requirements Label or Labelling Regulatory Affairs Conformity with EN standard demonstrates compliance with EU MDR."
review of documentation against specific regional regulatory codes and guidelines,0.015365342,0.32123062,D67731 HAL 4.0 Design History File Index Rev 05.docx.pdf,D67731,5,49,2. Design History File Index > 2.4 Design Review > 2.4.2 Document Reviews,22,Doc ID / Part Number Location Document Title Rev Nucleus D48942 D48942 HAL 4.0 Commercial Rollout Plan Review Report Rev 1.0 1.0 HAL 4.0 D48942 D48942 HAL 4.0 Commercial Rollout Plan Rev 02 Review Report 02 HAL 4.0 D48942 D48942 HAL 4.0 Commercial Rollout Plan Review Report Rev 3.0 3.0 HAL 4.0 D48942 D48942 HAL 4.0 Commercial Rollout Plan Review Report Rev 4.0 4.0 HAL 4.0 D48942 D48942 HAL 4.0 Commercial Rollout Plan Review Report Rev 5.0 5.0 HAL 4.0 D57047 D57047 HAL 4.0 Deferred Cybersecurity System Requirements Review Report Rev 01 01 HAL 4.0 D59764 D59764 HAL 4.0 Software Bill of Materials Review Report Rev 01 01 HAL 4.0 D52220 D52220 Product Code Determination Review Report Rev 01 01 HAL 4.0 D59324 D59324 HAL 4.0 Cybersecurity Plan Review Report Rev 01 01 HAL 4.0 D48904 D48904 HAL 4.0 Marketing Launch Plan Review Report Rev 1.0 1.0 HAL 4.0 D48904 D48904 HAL 4.0 Marketing Launch Plan Review Report Rev 2.0 2.0 HAL 4.0
review of documentation against specific regional regulatory codes and guidelines,0.012722708,0.33185,D96388 HAL 4.0 UA Legal Information (EU REP Change) UA Checklist Rev 01.docx.pdf,D96388,1,3,3.0 Checklist,1,"Task Task Description Done Justification if N/A; Notes Date # PLAN UAP 1. Create the initial User Assistance Plan for the program or project release. - Get it approved per RACI-defined approvers. - File UAP in the product release DHF (planning). Note: UAP is optional for DND02 projects. Quality Plan # QP-2024- 26 Sep 2025 N/A 00067 DEVELOP UA Content 2. inventory If not already done in UAP planning, determine content to create or update: - Outline contents of the UA and any new content to be added per the project requirements. - Create or revise the UA table of contents. Done -26 Sep 2025 Updates 3. Update topics per plan (per DDP/SDP features, optional ATL, etc.). - If there are references to other documents, check that those documents still exist, and the references are valid. Done -09 Oct 2025 4. Regulatory and standards content Collaborate with content owners on required -09 Oct 2025 Done regulatory and standards content per plan. Graphics 5."
review of documentation against specific regional regulatory codes and guidelines,0.012673736,0.326199144,D68779 HAL 4.0 Risk Control Measures Trace Matrix rev01.pdf,D68779,1,454,2. Risk Control Measures Verification Trace Matrix (Continued),164,Measure IFU warning about risks of EMI or radiation 452035 IFU - Safety Guidelines for All Roles section User Documentation - PDF TDS.Halcyon30.System.TRR_03.00.0031 548459 Halcyon Documentation - PDF Passed NA 393760 Risk Control Measure IFU warning about risks of EMI or radiation 452035 IFU - Safety Guidelines for All Roles section User Documentation - iOS TDS.Halcyon30.System.TRR_03.00.0031 558406 Halcyon Documentation - Apple IOS Passed NA 393760 Risk Control Measure IFU warning about risks of EMI or radiation 452035 IFU - Safety Guidelines for All Roles section User Documentation - Android TDS.Halcyon30.System.TRR_03.00.0031 558415 Halcyon Documentation - Android Passed NA 393760 Risk Control Measure IFU warning about risks of EMI or radiation 452035 IFU - Safety Guidelines for All Roles section IFU-PDF HAL40_SYSTEM_REL_04.00.0033 1269273 Halcyon Documentation - PDF Passed NA 393760 Risk Control Measure IFU warning about risks of EMI or radiation 452035 IFU - Safety Guidelines for
review of documentation against specific regional regulatory codes and guidelines,0.012053779,0.32856378,D69032 HAL 4.0 Validation Test Log Rev 01.pdf,D69032,1,159,2. Validation Test log (Continued),83,clear and understandable to the user. Service documentation instructs personnel to check profile and penumbra against specifications following service (document and page no. as applicable) The service documentation instructing personnel to check profile and penumbra against specifications following service is clear and understandable to the user. Document TT-AL-01682-B page 4: Service documentation instructs personnel to check profile and penumbra against specifications following service. Passed Attachments: TT-AL-01682-B.pdf 26 RCM: Ensure outboard blocks installed in manufacturing and following service AC 600557: Verify outboard blocks installed - Manufacturing and Service documentation instructs personnel to verify outboard blocks are installed during assembly or following service. Confirm manufacturing and service documentation instructs personnel to verify outboard blocks are installed during assembly or following service. Confirm manufacturing and service
review of documentation against specific regional regulatory codes and guidelines,0.011961099,0.332023,D84239 HAL 4.0 CRN UA Checklist Rev02.docx.pdf,D84239,2,5,4.0 Checklist (Continued),2,"Koehl. See D67660 Review Report. 18-Mar-24 Update topics per plan (per DDP/SDP  Handled through PdM Susan Done Updates 25-Mar-24 3. features, optional ATL, etc.). Koehl Regulatory and standards 4. content Collaborate with content owners on required regulatory and standards content per plan. Handled through PdM Susan Done 25-Mar-24 Koehl Graphics 5. Add, review and revise graphics for product changes and best practices (usability, clarity, text separated from graphics for Localization). N/A 1-May-24 UI 6. [Optional] Review UI elements and strings for clarity and consistency and give feedback to developers. N/A 1-May-24 RMR 7. Confirm the status of the risk management report (RMR) and tracing of labeling risk items to the UA. Handled through PdM Susan Done 25-Mar-24 Koehl Revise UA for fixed issues and  Handled through PdM Susan Done Issues/DRs 25-Mar-24 8. resolved DRs.  Koehl Product version 9. Verify with Engineering and Regulatory Submissions the product version."
