filename,document_id,revision,folder_type,subfolder,local_path
D70926 HAL4.0MR1 DFM Checklist Rev01.docx.pdf,D70926,1,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D70926 HAL4.0MR1 DFM Checklist Rev01.docx.pdf
D70927 HAL4.0 MR1 Manufacturing Ability Evaluation Rev 02.docx.pdf,D70927,2,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D70927 HAL4.0 MR1 Manufacturing Ability Evaluation Rev 02.docx.pdf
D70931-HAL4.0 MR1 Golden Disk Build Instruction and Verification-Rev02.docx.pdf,D70931,2,Design Transfer,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\D70931-HAL4.0 MR1 Golden Disk Build Instruction and Verification-Rev02.docx.pdf
D70932-Rev 01-HAL4.0 MR1 Golden Disk Build checklist.xls.pdf,D70932,1,Design Transfer,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\D70932-Rev 01-HAL4.0 MR1 Golden Disk Build checklist.xls.pdf
D70933 HAL4.0 MR1 Manufacturing Procedure Training Record Rev 01.docx.pdf,D70933,1,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D70933 HAL4.0 MR1 Manufacturing Procedure Training Record Rev 01.docx.pdf
D72001_M110_LifetimeTestPlan Rev02.pdf,D72001,2,Design Changes,ECNs,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\ECNs\D72001_M110_LifetimeTestPlan Rev02.pdf
D72533 HAL 4.0 MR1 System Build ERM TRR1 Rev1.docx.pdf,D72533,1,Design Output Specification,Engineering Release Memos,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Engineering Release Memos\D72533 HAL 4.0 MR1 System Build ERM TRR1 Rev1.docx.pdf
D72976 HAL4.0 IEC 60601-2-1(2020) 201.10.101.1.2 - Independent termination system (ITS) Report Rev 02.pdf,D72976,2,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D72976 HAL4.0 IEC 60601-2-1(2020) 201.10.101.1.2 - Independent termination system (ITS) Report Rev 02.pdf
D72997 HAL 4.0 MR1 Project Plan Change Request 1 Rev01.docx.pdf,D72997,1,Design Changes,Change Requests,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\Change Requests\D72997 HAL 4.0 MR1 Project Plan Change Request 1 Rev01.docx.pdf
D73168 HAL 4.0 MR1 Project Plan Change Request 2 Rev01.docx.pdf,D73168,1,Design Changes,Change Requests,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\Change Requests\D73168 HAL 4.0 MR1 Project Plan Change Request 2 Rev01.docx.pdf
D73524 HAL 4.0 MR1 System Build ERM TRR2 Rev2.pdf,D73524,2,Design Output Specification,Engineering Release Memos,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Engineering Release Memos\D73524 HAL 4.0 MR1 System Build ERM TRR2 Rev2.pdf
D73821 HAL 4.0 Imaging SyDD Review Report Rev 01.pdf,D73821,1,Design Output Specification,Design Descriptions,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Design Descriptions\D73821 HAL 4.0 Imaging SyDD Review Report Rev 01.pdf
D73871 HAL 4.0 MR1 Project Plan Change Request 3 Rev01.docx.pdf,D73871,1,Design Changes,Change Requests,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\Change Requests\D73871 HAL 4.0 MR1 Project Plan Change Request 3 Rev01.docx.pdf
D73949 Engineering Release Memo - Prerequisite Installation Utility - HAL 4.0.pdf,D73949,,Design Output Specification,Engineering Release Memos,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Engineering Release Memos\D73949 Engineering Release Memo - Prerequisite Installation Utility - HAL 4.0.pdf
D73991 HAL 4.0 IEC 80001 Test Report Rev 01.pdf,D73991,1,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D73991 HAL 4.0 IEC 80001 Test Report Rev 01.pdf
D74310 HAL 4.0-Medical Device Classification for United States Rev 01.pdf,D74310,1,Regulatory,Applicable Standards,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Applicable Standards\D74310 HAL 4.0-Medical Device Classification for United States Rev 01.pdf
D74311 HAL 4.0 Medical Device Classification for Canada Rev 01.pdf,D74311,1,Regulatory,Applicable Standards,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Applicable Standards\D74311 HAL 4.0 Medical Device Classification for Canada Rev 01.pdf
D74352 HAL 4.0 MR2 MI CR for SBC6911 Rev 03.docx.pdf,D74352,3,Design Output Specification,Build Procedures,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Build Procedures\D74352 HAL 4.0 MR2 MI CR for SBC6911 Rev 03.docx.pdf
D74366 HAL 4.0 MR1 Early Validation Summary Report Rev01.docx.pdf,D74366,1,Design Validation,Verification and Validation Summary Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Verification and Validation Summary Reports\D74366 HAL 4.0 MR1 Early Validation Summary Report Rev01.docx.pdf
D74442 - HAL 4.0 - Medical Device Classification for Brazil Rev 01.pdf,D74442,1,Regulatory,Applicable Standards,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Applicable Standards\D74442 - HAL 4.0 - Medical Device Classification for Brazil Rev 01.pdf
D74481 HAL 4.0 Medical Device Classification for Japan (Intended for Hardware or Combined Hardware-Software Devices) Rev 01.pdf,D74481,1,Regulatory,Applicable Standards,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Applicable Standards\D74481 HAL 4.0 Medical Device Classification for Japan (Intended for Hardware or Combined Hardware-Software Devices) Rev 01.pdf
D74625-AU-Classification_Linear_Accelerator_Halcyon Rev 01.pdf,D74625,1,Regulatory,Applicable Standards,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Applicable Standards\D74625-AU-Classification_Linear_Accelerator_Halcyon Rev 01.pdf
D74634 HAL 4.0 MR1 Validation Plan Rev 02 Review Report Rev01.docx.pdf,D74634,2,Design Validation,Verification and Validation Plans,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Verification and Validation Plans\D74634 HAL 4.0 MR1 Validation Plan Rev 02 Review Report Rev01.docx.pdf
D74674_RUA HAL 4.0 Testing - Review Report Rev 1.0.docx.pdf,D74674,1,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D74674_RUA HAL 4.0 Testing - Review Report Rev 1.0.docx.pdf
D74887 HAL 4.0 MR1 Validation Summary Report Rev01.docx.pdf,D74887,1,Design Validation,Verification and Validation Summary Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Verification and Validation Summary Reports\D74887 HAL 4.0 MR1 Validation Summary Report Rev01.docx.pdf
D75055 Highlight Covers- Fan   PKGTest Protocal- Rev 01 (1).pdf,D75055,1,Design Validation,Test Plans,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Plans\D75055 Highlight Covers- Fan   PKGTest Protocal- Rev 01 (1).pdf
D75414 HAL 4.0 Cybersecurity Summary Report China Submission Rev 01.pdf,D75414,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D75414 HAL 4.0 Cybersecurity Summary Report China Submission Rev 01.pdf
D75417 IEC 25051-GB T25000 Compliance for HAL 4.0 Rev 01.pdf,D75417,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D75417 IEC 25051-GB T25000 Compliance for HAL 4.0 Rev 01.pdf
D75855 previously D70927 HAL4.0 MR1 Manufacturing Test Build Report Rev01.docx.pdf,D75855,1,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D75855 previously D70927 HAL4.0 MR1 Manufacturing Test Build Report Rev01.docx.pdf
D75885 HAL4.0 MR1 Manufacturing Test Build Report Rev 02.docx.pdf,D75885,2,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D75885 HAL4.0 MR1 Manufacturing Test Build Report Rev 02.docx.pdf
D75892 HAL4.0 Golden Disk Build Checklist Record Rev 01.pdf,D75892,1,Design Transfer,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\D75892 HAL4.0 Golden Disk Build Checklist Record Rev 01.pdf
D76021 HAL4.0MR1 Manufacturing Readiness Review Report Rev02.docx.pdf,D76021,2,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D76021 HAL4.0MR1 Manufacturing Readiness Review Report Rev02.docx.pdf
D76334 On the Job (OJT) Training Record-D30704Rev09 Rev 01.pdf,D76334,9,Design Transfer,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\D76334 On the Job (OJT) Training Record-D30704Rev09 Rev 01.pdf
D77160 HAL 4.0 Ethos with standard kV imager MRD Rev 05.docx.pdf,D77160,5,Design Changes,Maintenance Releases,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\Maintenance Releases\D77160 HAL 4.0 Ethos with standard kV imager MRD Rev 05.docx.pdf
D77635 Halcyon SN1778 TSCL Rev 14.pdf,D77635,14,Design Validation,Test Environment,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Environment\D77635 Halcyon SN1778 TSCL Rev 14.pdf
D77711 Halcyon and Ethos Radiotherapy System 4.0 IFU (P1039628-003-C) Checklist Rev 01.docx.pdf,D77711,1,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D77711 Halcyon and Ethos Radiotherapy System 4.0 IFU (P1039628-003-C) Checklist Rev 01.docx.pdf
D78145 Magnetron Missing Pulse Rate Specification research report Rev 01.pdf,D78145,1,Design Changes,ECNs,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\ECNs\D78145 Magnetron Missing Pulse Rate Specification research report Rev 01.pdf
D78266 HAL 4.0 External Software Environment Assessment Report Rev01.docx.pdf,D78266,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D78266 HAL 4.0 External Software Environment Assessment Report Rev01.docx.pdf
D78333 Ethos 4.0 Description of interoperability Study Rev01.docx.pdf,D78333,1,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D78333 Ethos 4.0 Description of interoperability Study Rev01.docx.pdf
D78572 ConMon Assembly Fuse Holder RHA Rev 01.pdf,D78572,1,Risk Management,Risk Analyses,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Risk Management\Risk Analyses\D78572 ConMon Assembly Fuse Holder RHA Rev 01.pdf
D78595 Halcyon IFU 4.0 Report Rev 05.docx.docx.pdf,D78595,5,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D78595 Halcyon IFU 4.0 Report Rev 05.docx.docx.pdf
D79052 - Tiger Team - Asymmetric shims summary report - Rev 01.pdf,D79052,1,Design Changes,ECNs,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\ECNs\D79052 - Tiger Team - Asymmetric shims summary report - Rev 01.pdf
D79299 Ethos with small Imager Product Technical Requirements Rev 02.docx.pdf,D79299,2,Regulatory,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\D79299 Ethos with small Imager Product Technical Requirements Rev 02.docx.pdf
D79317-Tools Design and Development-4U WS Automation test software for HAL Rev02.pdf,D79317,2,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D79317-Tools Design and Development-4U WS Automation test software for HAL Rev02.pdf
D79691 HAL 4.0 IEC 81001-5-1 Compliance Checklist Review Report Rev 01.docx.pdf,D79691,1,Regulatory,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\D79691 HAL 4.0 IEC 81001-5-1 Compliance Checklist Review Report Rev 01.docx.pdf
D80103 HAL 4.0 NMPA 3rd Party Cybersecurity Scan Review Report Rev 01.docx.pdf,D80103,1,Risk Management,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Risk Management\D80103 HAL 4.0 NMPA 3rd Party Cybersecurity Scan Review Report Rev 01.docx.pdf
D80122 Couch Vertical Box Component Design Description Rev 01.pdf,D80122,1,Design Output Specification,Design Descriptions,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Design Descriptions\D80122 Couch Vertical Box Component Design Description Rev 01.pdf
D81185-HAL4.0 Delivery Package_Rev01.xlsx.pdf,D81185,1,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D81185-HAL4.0 Delivery Package_Rev01.xlsx.pdf
D81321 Varian_Justification_Reply_INMETRO_RNC_30_Jan_2024.pdf,D81321,,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\Approved Documents\D81321 Varian_Justification_Reply_INMETRO_RNC_30_Jan_2024.pdf
D81612-HAL 4U WS Automation Test Application Cybersecurity Summary Report- Rev01 - signed.pdf,D81612,1,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D81612-HAL 4U WS Automation Test Application Cybersecurity Summary Report- Rev01 - signed.pdf
D81648 HAL 4.0 Product Versioning Memo_Ethos Small Imager Rev 01.docx.pdf,D81648,1,Regulatory,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\D81648 HAL 4.0 Product Versioning Memo_Ethos Small Imager Rev 01.docx.pdf
D81767 HAL 4.0 Ethos with Std kV imager  Quote to Cash Process Review Rev01.docx.pdf,D81767,1,Design Transfer,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\D81767 HAL 4.0 Ethos with Std kV imager  Quote to Cash Process Review Rev01.docx.pdf
D81918 HAL4.0 NMPA Supplemental Information Review Report Rev 01.docx.pdf,D81918,1,Regulatory,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\D81918 HAL4.0 NMPA Supplemental Information Review Report Rev 01.docx.pdf
D82002-4U WS configuration and test automation for HAL Verification Test Specification and Log-Rev02.docx.pdf,D82002,2,Design Transfer,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\D82002-4U WS configuration and test automation for HAL Verification Test Specification and Log-Rev02.docx.pdf
D82678 Knowledge Article on New French Regulation and Impact on MLC QA Rev01.pptx.pdf,D82678,1,Technical Assessment,Physics,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Technical Assessment\Physics\D82678 Knowledge Article on New French Regulation and Impact on MLC QA Rev01.pptx.pdf
D82684 Halcyon Pump Contamination Inspection Report for D68372.docx.pdf,D82684,,Design Changes,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\D82684 Halcyon Pump Contamination Inspection Report for D68372.docx.pdf
D82770 Halcyon Knowledge Article on Out-of-Field Dose Rev01.pptx.pdf,D82770,1,Technical Assessment,Physics,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Technical Assessment\Physics\D82770 Halcyon Knowledge Article on Out-of-Field Dose Rev01.pptx.pdf
D83122 Risk Assesment and Justification Letter version 26-Mar-2024.pdf,D83122,26,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\D83122 Risk Assesment and Justification Letter version 26-Mar-2024.pdf
D84102 201410 HAL Sub Branding Release 2D Stickers for China HAL Packages KMAT Change CRD Rev02.pdf,D84102,2,Design Changes,Change Requests,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\Change Requests\D84102 201410 HAL Sub Branding Release 2D Stickers for China HAL Packages KMAT Change CRD Rev02.pdf
D84239 HAL 4.0 CRN UA Checklist Rev02.docx.pdf,D84239,2,Design Output Specification,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\D84239 HAL 4.0 CRN UA Checklist Rev02.docx.pdf
D84751 MIC Ethos Linac 4.0 Standard kV Imager Validation Plan Rev 01.docx.pdf,D84751,1,Design Validation,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\D84751 MIC Ethos Linac 4.0 Standard kV Imager Validation Plan Rev 01.docx.pdf
D84752 MIC Ethos Linac 4.0 Standard kV Imager System Requirement Specifications Rev 01.docx.pdf,D84752,1,Design Input Specification,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Input Specification\D84752 MIC Ethos Linac 4.0 Standard kV Imager System Requirement Specifications Rev 01.docx.pdf
D84754 MIC Ethos Linac 4.0 Standard kV Imager Validation Test Protocol Rev 01.docx.pdf,D84754,1,Design Validation,Test Plans,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Plans\D84754 MIC Ethos Linac 4.0 Standard kV Imager Validation Test Protocol Rev 01.docx.pdf
D84757 MIC Ethos Linac 4.0 Standard kV Imager Validation Test Results Rev 01.docx.pdf,D84757,1,Design Validation,Test Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Reports\D84757 MIC Ethos Linac 4.0 Standard kV Imager Validation Test Results Rev 01.docx.pdf
D84758 MIC Ethos Linac 4.0 Standard kV Imager Verification Summary Report Rev 01.docx.pdf,D84758,1,Design Validation,Verification and Validation Summary Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Verification and Validation Summary Reports\D84758 MIC Ethos Linac 4.0 Standard kV Imager Verification Summary Report Rev 01.docx.pdf
D84759 MIC Ethos Linac 4.0 Standard kV Imager Validation Summary Report Rev 01.docx.pdf,D84759,1,Design Validation,Verification and Validation Summary Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Verification and Validation Summary Reports\D84759 MIC Ethos Linac 4.0 Standard kV Imager Validation Summary Report Rev 01.docx.pdf
D84872 HAL 4.0 CRN UA Checklist.docx.pdf,D84872,,Design Output Specification,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\D84872 HAL 4.0 CRN UA Checklist.docx.pdf
D85512 Halcyon-Ethos IFU-Addendum for China 4.0 Review Report Rev 01.docx.pdf,D85512,1,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D85512 Halcyon-Ethos IFU-Addendum for China 4.0 Review Report Rev 01.docx.pdf
D85574 RNC-01-Varian Medical Haan (Germany) analyzed on 12 06 24 .pdf,D85574,,Regulatory,Test Reports - Regulatory Compliance,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Test Reports - Regulatory Compliance\Approved Documents\D85574 RNC-01-Varian Medical Haan (Germany) analyzed on 12 06 24 .pdf
D86390 MIC Ethos Linac 4.0 Standard kV Imager PTR Compliance Assessment Rev 01.docx.pdf,D86390,1,Regulatory,Regulatory Plans,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Regulatory Plans\D86390 MIC Ethos Linac 4.0 Standard kV Imager PTR Compliance Assessment Rev 01.docx.pdf
D86613 PPS Kits Packaging Validation Protocol Rev 01.pdf,D86613,1,Design Validation,Test Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Reports\D86613 PPS Kits Packaging Validation Protocol Rev 01.pdf
D87356 NMPA Change Description Rev 01.docx.pdf,D87356,1,Regulatory,Regulatory Plans,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Regulatory Plans\D87356 NMPA Change Description Rev 01.docx.pdf
D89591 HAL Evolve Product Technical Requirements Rev01.docx.pdf,D89591,1,Regulatory,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\D89591 HAL Evolve Product Technical Requirements Rev01.docx.pdf
D89914 TSCL Halcyon B - Halcyon Test Cart - Ethos Test Bench Rev 02.docx.pdf,D89914,2,Design Validation,Test Environment,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Environment\D89914 TSCL Halcyon B - Halcyon Test Cart - Ethos Test Bench Rev 02.docx.pdf
D92852 HAL Leaf Box Material Localization Reliability Test Report Rev 02.docx.pdf,D92852,2,Design Changes,ECNs,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\ECNs\D92852 HAL Leaf Box Material Localization Reliability Test Report Rev 02.docx.pdf
D93257 Halcyon Evolve User Assistance Plan Rev02.docx.pdf,D93257,2,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D93257 Halcyon Evolve User Assistance Plan Rev02.docx.pdf
D94823 HAL MLC Leaf Box Material Localization DFMEA Review Report Rev 01.docx.pdf,D94823,1,Design Changes,ECNs,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\ECNs\D94823 HAL MLC Leaf Box Material Localization DFMEA Review Report Rev 01.docx.pdf
D94824 HAL MLC Leaf Box Material Localization Calculation Report Rev 01.pdf,D94824,1,Design Changes,ECNs,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\ECNs\D94824 HAL MLC Leaf Box Material Localization Calculation Report Rev 01.pdf
D95163 Ethos Radiotherapy System version naming rule.pdf,D95163,,Regulatory,,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\D95163 Ethos Radiotherapy System version naming rule.pdf
D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf,D95424,4,Design Changes,Maintenance Releases,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\Maintenance Releases\D95424 HAL 4.0 MR2 (HAL Evolve) Maintenance Release Document Rev 04.pdf
D95548 HAL 4.0MR2 (HAL Evolve) Product Versioning Memo Rev 01.pdf,D95548,1,Regulatory,Regulatory Plans,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Regulatory Plans\D95548 HAL 4.0MR2 (HAL Evolve) Product Versioning Memo Rev 01.pdf
"D95628 Halcyon, Halcyon Evolve, and Ethos Radiotherapy System IFU 4.0 Review Report Rev02.docx.pdf",D95628,2,Design Output Specification,Labeling,"C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D95628 Halcyon, Halcyon Evolve, and Ethos Radiotherapy System IFU 4.0 Review Report Rev02.docx.pdf"
D95864-Halcyon_HalcyonEvolve_Ethos_IFU-Addendum_for_China_4.0_Review_Report-Rev01.pdf,D95864,1,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D95864-Halcyon_HalcyonEvolve_Ethos_IFU-Addendum_for_China_4.0_Review_Report-Rev01.pdf
D95982 MIC HAL 4.0 System PTR Compliance Assessment Rev 01.docx.pdf,D95982,1,Regulatory,Regulatory Plans,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Regulatory\Regulatory Plans\D95982 MIC HAL 4.0 System PTR Compliance Assessment Rev 01.docx.pdf
D96185 HAL 4.0 MR1 System Build ERM TRR2 Rev 01.docx.pdf,D96185,1,Design Output Specification,Engineering Release Memos,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Engineering Release Memos\D96185 HAL 4.0 MR1 System Build ERM TRR2 Rev 01.docx.pdf
D96388 HAL 4.0 UA Legal Information (EU REP Change) UA Checklist Rev 01.docx.pdf,D96388,1,Design Output Specification,Labeling,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Labeling\D96388 HAL 4.0 UA Legal Information (EU REP Change) UA Checklist Rev 01.docx.pdf
D96406 HAL 4.0 MR2 System Build ERM Rev 04.docx.pdf,D96406,4,Design Output Specification,Engineering Release Memos,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Output Specification\Engineering Release Memos\D96406 HAL 4.0 MR2 System Build ERM Rev 04.docx.pdf
D96689 MIC HAL4.0 Evolve Validation Plan Rev 01.docx.pdf,D96689,1,Design Validation,Verification and Validation Plans,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Verification and Validation Plans\D96689 MIC HAL4.0 Evolve Validation Plan Rev 01.docx.pdf
D96690 MIC HAL4.0 System Requirement Specifications Rev 01.docx.pdf,D96690,1,Design Input Specification,System Requirement Specifications,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Input Specification\System Requirement Specifications\D96690 MIC HAL4.0 System Requirement Specifications Rev 01.docx.pdf
D96691 MIC HAL4.0 Evolve Verification Test Protocol Rev 01.docx.pdf,D96691,1,Design Validation,Test Specifications,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Specifications\D96691 MIC HAL4.0 Evolve Verification Test Protocol Rev 01.docx.pdf
D96692 MIC HAL4.0 Evolve Validation Test Protocol Rev 01.docx.pdf,D96692,1,Design Validation,Test Specifications,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Specifications\D96692 MIC HAL4.0 Evolve Validation Test Protocol Rev 01.docx.pdf
D96695 MIC HAL4.0 Evolve Validation Test Results Rev 01.docx.pdf,D96695,1,Design Validation,Test Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Reports\D96695 MIC HAL4.0 Evolve Validation Test Results Rev 01.docx.pdf
D96697 MIC HAL4.0 Evolve Validation Summary Report Rev 01.docx.pdf,D96697,1,Design Validation,Test Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Reports\D96697 MIC HAL4.0 Evolve Validation Summary Report Rev 01.docx.pdf
D96740 HAL4.0MR2 Golden Disk .pdf,D96740,,Design Transfer,Manufacturing Documentation,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Transfer\Manufacturing Documentation\D96740 HAL4.0MR2 Golden Disk .pdf
D97285 ID 645 HAL Leaf Box Material Localization Reliability Test Review Report Rev 01.docx.pdf,D97285,1,Design Changes,ECNs,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Changes\ECNs\D97285 ID 645 HAL Leaf Box Material Localization Reliability Test Review Report Rev 01.docx.pdf
D97832 HAL PowerFactor Assy Protective Cover Test Protocol and Report Rev 01.docx.pdf,D97832,1,Design Validation,Test Reports,C:\Users\z005a2sy\Audit-Rag\Audit-Rag\docs\Design Validation\Test Reports\D97832 HAL PowerFactor Assy Protective Cover Test Protocol and Report Rev 01.docx.pdf
